Period,Report Id,Company,Company number,Payments made in the reporting period,Average time to pay,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,% Invoices not paid within agreed terms,Shortest (or only) standard payment period,Longest standard payment period,Maximum contractual payment period,Payment terms have changed,Suppliers notified of changes,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list
2020 JUL - 2020 DEC,69331,OPEN TEXT UK LIMITED,03148093,True,34.0,55.0,32.0,13.0,33.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42717,ORMONDE ENERGY LIMITED,04874027,True,16.0,92.0,7.0,1.0,37.0,0.0,82.0,30.0,False,,False,True,True,True,False
2020 JUL - 2020 DEC,42128,CEND INTERNATIONAL LIMITED,08651475,True,56.0,25.0,40.0,35.0,36.0,0.0,90.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42687,VIVIENNE WESTWOOD LIMITED,02682271,True,22.0,75.0,12.0,13.0,14.0,1.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42609,XYLEM WATER SOLUTIONS UK LTD,00479504,True,51.0,30.0,41.0,29.0,34.0,15.0,90.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42175,MEDIMMUNE U.K. LIMITED,03854275,True,43.0,50.0,39.0,11.0,3.0,0.0,120.0,120.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,42178,MEDIMMUNE LIMITED,02451177,True,51.0,20.0,72.0,8.0,0.0,0.0,120.0,120.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,42179,ASTRAZENECA UK LIMITED,03674842,True,48.0,36.0,60.0,4.0,0.0,0.0,120.0,120.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,42198,AMAZON UK SERVICES LTD.,03223028,True,9.0,91.0,8.0,1.0,2.0,15.0,60.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42201,AMAZON ONLINE UK LIMITED,08725411,True,28.0,84.0,16.0,0.0,0.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42208,THE BOOK DEPOSITORY LIMITED,05124926,True,58.0,25.0,44.0,31.0,5.0,60.0,,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42242,EURO CAR PARTS LIMITED,02680212,True,55.0,33.0,32.0,35.0,46.0,0.0,150.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42279,EVI TECHNOLOGIES LIMITED,04660006,True,34.0,75.0,22.0,3.0,1.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42281,TWITCH UK LIMITED,10084616,True,38.0,55.0,41.0,4.0,2.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42282,AMAZON DATA SERVICES UK LIMITED,09959151,True,45.0,20.0,72.0,8.0,10.0,60.0,,95.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42283,AMAZON DEVELOPMENT CENTRE (LONDON) LIMITED,04543232,True,33.0,78.0,21.0,1.0,2.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42287,AMAZON DIGITAL UK LIMITED,06528297,True,22.0,79.0,20.0,1.0,9.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42289,SHOP DIRECT HOME SHOPPING LIMITED,04663281,True,70.0,19.0,11.0,70.0,76.0,90.0,,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42290,SHOP DIRECT FINANCE COMPANY LIMITED,04660974,True,52.0,28.0,30.0,42.0,87.0,90.0,,180.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42367,UNITED BISCUITS (UK) LIMITED,02506007,True,80.0,12.0,21.0,67.0,27.0,75.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42384,AXALTA COATING SYSTEMS UK LIMITED,02238419,True,72.0,13.0,24.0,63.0,71.0,14.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42400,KERRY FOODS LIMITED,02604258,True,80.0,8.0,26.0,66.0,15.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2020 JUL - 2020 DEC,42403,NOON PRODUCTS LIMITED,02166664,True,54.0,34.0,33.0,33.0,10.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2020 JUL - 2020 DEC,42406,KERRY INGREDIENTS (UK) LIMITED,00329695,True,87.0,5.0,28.0,67.0,18.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2020 JUL - 2020 DEC,42475,FUCHS LUBRICANTS (UK) PLC,02412689,True,36.0,67.0,29.0,4.0,4.0,30.0,60.0,60.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42492,WALKER FILTRATION LIMITED,01726079,True,53.0,10.0,55.0,35.0,53.0,30.0,,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,42493,HEINEKEN UK LIMITED,SC065527,True,71.0,21.0,32.0,47.0,13.0,1.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42495,ETEX BUILDING PERFORMANCE LIMITED,02163844,True,59.0,30.0,33.0,37.0,73.0,30.0,98.0,150.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42508,INNOTECH ADVISERS LIMITED,01680796,True,14.0,100.0,0.0,0.0,0.0,14.0,30.0,30.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42534,DOW CHEMICAL COMPANY LIMITED,00537161,True,49.0,20.0,49.0,31.0,9.0,30.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42537,DOW SILICONES UK LIMITED,00486170,True,62.0,8.0,22.0,70.0,7.0,30.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42539,DOW CHEMICAL SERVICES UK LIMITED,07204046,True,52.0,18.0,32.0,50.0,14.0,30.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42559,ATOS IT SERVICES UK LIMITED,01245534,True,32.0,53.0,43.0,5.0,15.0,0.0,60.0,90.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,42587,REXEL UK LIMITED,00434724,True,82.0,3.0,29.0,68.0,6.0,0.0,63.0,123.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,42650,KUEHNE + NAGEL LIMITED,01722216,True,42.0,38.0,45.0,17.0,26.0,90.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41416,AMEY SERVICES LIMITED,02507588,True,16.0,79.0,18.0,3.0,34.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40714,SMITHKLINE BEECHAM LIMITED,02337959,True,61.0,28.0,15.0,57.0,6.0,0.0,60.0,60.0,True,False,False,True,True,False,False
2020 JUL - 2020 DEC,41411,EATON MEDC LIMITED,01202172,True,66.0,13.0,35.0,52.0,66.0,7.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40158,MEGGITT PLC,00432989,True,132.0,14.0,35.0,51.0,85.0,60.0,,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40147,RECKITT BENCKISER (UK) LIMITED,03982446,True,116.0,4.0,9.0,87.0,16.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40096,RB UK HYGIENE HOME COMMERCIAL LIMITED,11284867,True,62.0,29.0,42.0,29.0,17.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40091,MEGGITT (UK) LIMITED,00629814,True,56.0,20.0,47.0,33.0,66.0,60.0,,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40090,MEGGITT AEROSPACE LIMITED,03477890,True,71.0,9.0,35.0,56.0,59.0,60.0,,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40084,HY-TEN GROUP LIMITED,00862342,True,48.0,49.0,43.0,8.0,1.0,1.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40079,ERICSSON LIMITED,00942215,True,77.0,18.0,37.0,45.0,8.0,90.0,91.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40067,CROWN PACKAGING DISTRIBUTION UK LIMITED,10352314,True,56.0,35.0,18.0,47.0,76.0,60.0,120.0,165.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40066,CARNAUDMETALBOX ENGINEERING LIMITED,00472767,True,60.0,8.0,47.0,45.0,69.0,60.0,120.0,165.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40061,CROWN PROMOTIONAL PACKAGING UK LIMITED,02398420,True,57.0,19.0,53.0,28.0,59.0,60.0,120.0,165.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40055,CROWN AEROSOLS UK LTD,00300739,True,60.0,14.0,53.0,33.0,54.0,60.0,120.0,165.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40050,CROWN PACKAGING MANUFACTURING UK LIMITED,10352429,True,48.0,24.0,56.0,20.0,44.0,60.0,120.0,165.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40023,MARSHALLS MONO LIMITED,00509579,True,40.0,26.0,66.0,8.0,17.0,38.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40003,FIRTH RIXSON METALS LIMITED,00138691,True,85.0,7.0,20.0,73.0,14.0,0.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39997,ETEX (EXTERIORS) UK LIMITED,00486100,True,44.0,30.0,57.0,13.0,41.0,30.0,96.0,96.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39936,COBALT GROUND SOLUTIONS LIMITED,03039046,True,29.0,49.0,48.0,3.0,0.0,30.0,,30.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39794,EDF ENERGY CUSTOMERS LIMITED,02228297,True,11.0,95.0,3.0,2.0,3.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40210,ARLA FOODS LIMITED,02143253,True,54.0,26.0,47.0,27.0,55.0,60.0,,135.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40211,INNOVIA FILMS LIMITED,00271998,True,51.0,21.0,53.0,24.0,31.0,60.0,,150.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40213,BENCHMARX KITCHENS AND JOINERY LIMITED,02780063,True,60.0,23.0,45.0,32.0,87.0,30.0,90.0,91.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40227,CCF LIMITED,01632482,True,45.0,23.0,63.0,14.0,89.0,30.0,90.0,79.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40566,TARMAC AGGREGATES LIMITED,00297905,True,46.0,36.0,34.0,30.0,24.0,0.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40534,BP INTERNATIONAL LIMITED,00542515,True,38.0,51.0,44.0,5.0,8.0,0.0,60.0,60.0,False,,True,False,True,False,False
2020 JUL - 2020 DEC,40526,PENCARRIE LIMITED,03371637,True,25.0,69.0,25.0,6.0,0.0,30.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40506,MARSH CORPORATE SERVICES LIMITED,00439526,True,61.0,41.0,37.0,22.0,34.0,30.0,45.0,45.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40501,MSC CRUISE MANAGEMENT (UK) LIMITED,09361148,True,49.0,1.0,79.0,20.0,99.0,14.0,90.0,90.0,True,True,False,False,True,False,False
2020 JUL - 2020 DEC,40498,MARSH LIMITED,01507274,True,30.0,33.0,67.0,0.0,0.0,30.0,45.0,45.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40485,BP OIL UK LIMITED,00446915,True,15.0,93.0,6.0,1.0,2.0,6.0,60.0,60.0,False,,True,False,True,False,False
2020 JUL - 2020 DEC,40465,JELF LIMITED,02975376,True,0.0,100.0,0.0,0.0,0.0,30.0,45.0,45.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39787,EDF ENERGY LIMITED,02366852,True,72.0,13.0,52.0,35.0,45.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40458,OLIVER WYMAN LIMITED,02995605,True,52.0,58.0,28.0,14.0,41.0,30.0,45.0,45.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40347,GKN DRIVELINE BIRMINGHAM LIMITED,00121799,True,45.0,30.0,51.0,19.0,6.0,90.0,,90.0,True,False,False,False,True,False,False
2020 JUL - 2020 DEC,40339,GKN AUTOMOTIVE LIMITED,00034104,True,78.0,31.0,40.0,29.0,77.0,90.0,,90.0,True,False,False,False,True,False,False
2020 JUL - 2020 DEC,40338,PHILIP MORRIS LIMITED,03619145,True,58.0,32.0,42.0,26.0,33.0,0.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 JUL,40321,CPI MORTARS LIMITED,03291462,True,48.0,12.0,61.0,27.0,84.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40249,JACOBS DOUWE EGBERTS GB LTD,00999990,True,73.0,18.0,28.0,54.0,57.0,90.0,,240.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40243,TRAVIS PERKINS TRADING COMPANY LIMITED,00733503,True,50.0,26.0,50.0,24.0,75.0,30.0,90.0,107.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40236,EDF ENERGY (THERMAL GENERATION) LIMITED,04267569,True,67.0,13.0,62.0,25.0,32.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40231,KEYLINE CIVILS SPECIALIST LIMITED,SC042425,True,51.0,17.0,61.0,22.0,72.0,30.0,90.0,107.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40431,MACNAUGHTON BLAIR LIMITED,NI023032,True,50.0,4.0,35.0,59.0,93.0,30.0,120.0,120.0,False,,False,True,True,True,True
2020 JUL - 2020 DEC,40568,MCLAREN SERVICES LIMITED,01967715,True,78.0,12.0,40.0,48.0,73.0,0.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39729,EDF ENERGY NUCLEAR GENERATION LIMITED,03076445,True,52.0,11.0,84.0,5.0,10.0,60.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39648,NEXPERIA UK LTD.,05814335,True,68.0,3.0,29.0,68.0,87.0,37.0,105.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39174,RAYTHEON SYSTEMS LIMITED,00406809,True,23.0,80.0,18.0,1.0,7.0,7.0,60.0,60.0,False,,True,False,True,False,False
2020 JUL - 2020 DEC,39153,SANDICLIFFE LIMITED,03193805,True,22.0,73.0,12.0,13.0,12.0,30.0,60.0,60.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39144,CANOPIUS SERVICES LIMITED,02733994,True,35.0,69.0,18.0,13.0,34.0,30.0,,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39072,ELECTROLUX PLC,02331516,True,33.0,52.0,38.0,10.0,73.0,60.0,,165.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39058,JMK BUSINESS SOLUTIONS LIMITED,06946004,True,14.0,93.0,6.0,1.0,0.0,30.0,,30.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39028,SOLVAY SOLUTIONS UK LIMITED,00036833,True,77.0,6.0,28.0,66.0,8.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39027,CYTEC ENGINEERED MATERIALS LIMITED,02851421,True,76.0,20.0,29.0,51.0,23.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,38828,ROCHE PRODUCTS LIMITED,00100674,True,32.0,55.0,38.0,7.0,7.0,0.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,38837,HERTZ (U.K.) LIMITED,00597994,True,58.0,27.0,28.0,45.0,20.0,0.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,38839,HERTZ EUROPE LIMITED,01008739,True,107.0,13.0,24.0,63.0,66.0,0.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,41414,BALL BEVERAGE PACKAGING EUROPE LIMITED,02554348,True,111.0,24.0,14.0,62.0,12.0,97.0,,270.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,38861,PREMEX SERVICES LIMITED,03281191,True,81.0,14.0,42.0,45.0,1.0,30.0,360.0,360.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,38867,LENZING FIBERS GRIMSBY LIMITED,05709148,True,36.0,41.0,56.0,3.0,10.0,0.0,60.0,60.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,38900,AIRBUS OPERATIONS LIMITED,03468788,True,69.0,12.0,39.0,49.0,11.0,11.0,85.0,115.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,38904,ORTHO-CLINICAL DIAGNOSTICS,02549777,True,39.0,33.0,63.0,4.0,51.0,60.0,,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,38907,ROCHE DIAGNOSTICS LIMITED,00571546,True,34.0,65.0,26.0,9.0,40.0,0.0,60.0,90.0,True,True,False,False,True,False,False
2020 JUL - 2020 DEC,38931,GARTNER U.K. LIMITED,02266016,True,24.0,73.0,23.0,4.0,19.0,10.0,60.0,90.0,True,False,False,True,True,False,False
2020 JUL - 2020 DEC,39209,ASDA STORES LIMITED,00464777,True,43.0,25.0,67.0,8.0,3.0,14.0,90.0,90.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,39004,LEICA BIOSYSTEMS NEWCASTLE LIMITED,02163063,True,59.0,23.0,37.0,40.0,89.0,0.0,90.0,90.0,True,True,False,False,True,False,False
2020 JUL - 2020 DEC,39225,JFD LIMITED,SC123684,True,42.0,34.0,48.0,18.0,75.0,30.0,60.0,60.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39272,AFTON CHEMICAL LIMITED,01213092,True,41.0,41.0,51.0,8.0,21.0,60.0,,90.0,True,True,False,False,True,False,False
2020 JUL - 2020 DEC,39634,TEMENOS UK LIMITED,01972767,True,34.0,51.0,33.0,16.0,37.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39602,MORGAN TECHNICAL CERAMICS LIMITED,00262938,True,66.0,32.0,42.0,26.0,26.0,0.0,90.0,119.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39584,MBDA UK LIMITED,03144919,True,38.0,35.0,62.0,3.0,4.0,30.0,60.0,60.0,False,,True,False,True,False,False
2020 JUL - 2020 DEC,39579,NEWLAND HOMES LIMITED,02582221,True,42.0,44.0,54.0,2.0,20.0,14.0,61.0,61.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39567,TMD FRICTION UK LIMITED,04330235,True,72.0,26.0,42.0,32.0,79.0,30.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39557,SEALED AIR LIMITED,03443946,True,102.0,20.0,26.0,54.0,58.0,90.0,149.0,149.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39555,NESTLE PURINA UK COMMERCIAL OPERATIONS LIMITED,11963923,True,43.0,25.0,71.0,4.0,14.0,60.0,,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39552,NESTLE PURINA UK MANUFACTURING OPERATIONS LIMITED,00121700,True,54.0,22.0,53.0,25.0,11.0,60.0,,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39707,AGCO LIMITED,00509133,True,9.0,97.0,2.0,1.0,10.0,0.0,120.0,120.0,False,,False,True,True,True,True
2020 JUL - 2020 DEC,39549,NESTLÉ WATERS UK LIMITED,02334804,True,47.0,20.0,73.0,7.0,10.0,60.0,,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39466,GARDNER DENVER LTD,03047245,True,69.0,15.0,25.0,60.0,89.0,7.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39448,MOLSON COORS BREWING COMPANY (UK) LIMITED,00026018,True,88.0,7.0,19.0,74.0,10.0,90.0,,190.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39400,SUN CHEMICAL LIMITED,02647054,True,39.0,49.0,32.0,19.0,8.0,30.0,90.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39395,PALL EUROPE LIMITED,07211681,True,65.0,44.0,20.0,36.0,4.0,0.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39394,PALL MANUFACTURING UK LIMITED,00769075,True,59.0,42.0,25.0,33.0,4.0,0.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39392,HOWMET LIMITED,02659893,True,68.0,7.0,22.0,71.0,4.0,30.0,90.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39377,PENNA PLC,01918150,True,33.0,77.0,23.0,0.0,23.0,0.0,31.0,31.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39336,AWP ASSISTANCE UK LTD,01710361,True,73.0,44.0,28.0,28.0,56.0,7.0,30.0,30.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39547,NESTLE UK LTD.,00051491,True,57.0,17.0,55.0,27.0,12.0,60.0,,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40577,TARMAC CEMENT AND LIME LIMITED,00066558,True,52.0,27.0,43.0,30.0,48.0,0.0,90.0,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,39026,CYTEC INDUSTRIAL MATERIALS (DERBY) LIMITED,02264869,True,63.0,15.0,58.0,27.0,16.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40586,UNILEVER U.K. CENTRAL RESOURCES LIMITED,00029140,True,66.0,27.0,18.0,55.0,3.0,90.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41138,CHIVAS BROTHERS LIMITED,SC268758,True,60.0,9.0,33.0,58.0,3.0,60.0,,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41112,BOEING COMMERCIAL AVIATION SERVICES EUROPE LIMITED,08186759,True,25.0,78.0,17.0,5.0,18.0,90.0,,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,41095,KIMBERLY-CLARK EUROPE LIMITED,04060641,True,50.0,51.0,23.0,26.0,15.0,3.0,183.0,183.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41072,DRAYTON GROUP LIMITED,04136968,True,35.0,45.0,41.0,14.0,29.0,3.0,62.0,62.0,False,,False,False,True,False,True
2020 JUL - 2020 DEC,41019,MONDELEZ UK R&D LIMITED,03841804,True,82.0,16.0,39.0,45.0,15.0,60.0,,150.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41014,MONDELEZ UK LIMITED,00203663,True,82.0,11.0,38.0,52.0,10.0,60.0,,150.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41010,MONDELEZ UK HOLDINGS & SERVICES LIMITED,00052457,True,69.0,26.0,32.0,42.0,24.0,60.0,,150.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41007,MONDELEZ UK CONFECTIONERY PRODUCTION LIMITED,00474310,True,109.0,6.0,30.0,64.0,8.0,60.0,,150.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41004,GLAXOSMITHKLINE RESEARCH & DEVELOPMENT LIMITED,00835139,True,65.0,21.0,10.0,69.0,7.0,0.0,60.0,60.0,True,False,False,True,True,False,False
2020 JUL - 2020 DEC,41000,BRITISH AMERICAN TOBACCO GLOBAL TRAVEL RETAIL LIMITED,09913893,True,57.0,30.0,38.0,32.0,24.0,30.0,120.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40999,CADBURY UK LIMITED,00155256,True,86.0,38.0,9.0,53.0,27.0,60.0,,150.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40998,WABTEC RAIL LIMITED,02923485,True,67.0,22.0,42.0,36.0,33.0,1.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40996,CUMMINS POWER GENERATION LIMITED,00262310,True,39.0,45.0,42.0,13.0,50.0,90.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40974,CENTRICA SERVICES LIMITED,10553056,True,50.0,24.0,28.0,49.0,17.0,28.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40972,RECKITT BENCKISER (BRANDS) LIMITED,08192386,True,79.0,44.0,19.0,37.0,37.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40971,CUMMINS LTD.,00573951,True,48.0,26.0,58.0,16.0,36.0,90.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40954,CENTRICA HIVE LIMITED,05782908,True,62.0,13.0,21.0,66.0,14.0,28.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40953,RECKITT BENCKISER CORPORATE SERVICES LIMITED,04027682,True,77.0,20.0,30.0,50.0,35.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40941,GLAXOSMITHKLINE UK LIMITED,04310159,True,53.0,26.0,48.0,26.0,3.0,0.0,60.0,60.0,True,False,True,True,True,False,False
2020 JUL - 2020 DEC,40938,BRITISH AMERICAN TOBACCO UK LIMITED,02346565,True,36.0,49.0,39.0,12.0,2.0,60.0,,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40931,CUMMINS GENERATOR TECHNOLOGIES LIMITED,00441273,True,45.0,36.0,43.0,21.0,42.0,90.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40922,BRITISH-AMERICAN TOBACCO (HOLDINGS) LIMITED,00262254,True,40.0,47.0,41.0,12.0,13.0,30.0,120.0,270.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40921,CITY PLUMBING SUPPLIES HOLDINGS LIMITED,02489546,True,55.0,14.0,63.0,23.0,89.0,30.0,90.0,107.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,41145,WILLMOTT DIXON CONSTRUCTION LIMITED,00768173,True,30.0,56.0,42.0,2.0,11.0,14.0,60.0,60.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,40915,CENTRICA PLC,03033654,True,27.0,55.0,39.0,6.0,12.0,28.0,60.0,60.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,41146,WILLMOTT DIXON INTERIORS LIMITED,04118020,True,30.0,58.0,39.0,3.0,15.0,14.0,60.0,60.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,41149,FORTEM SOLUTIONS LIMITED,04638969,True,34.0,45.0,53.0,2.0,10.0,14.0,60.0,60.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,41324,RB UK COMMERCIAL LIMITED,08784077,True,61.0,33.0,33.0,34.0,25.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41328,EATON ELECTRIC LIMITED,04617032,True,74.0,13.0,31.0,56.0,74.0,7.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41339,AMEY GROUP SERVICES LIMITED,03744754,True,31.0,62.0,31.0,7.0,38.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41346,AMEY HIGHWAYS LIMITED,06600609,True,44.0,35.0,59.0,6.0,38.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41347,AGGREGATE INDUSTRIES UK LIMITED,00245717,True,54.0,16.0,57.0,27.0,7.0,0.0,123.0,130.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41359,LAFARGE CAULDON LIMITED,09326237,True,82.0,8.0,31.0,60.0,20.0,0.0,123.0,130.0,False,,False,False,True,False,False
